ASA_Number,Tattoo,Eid,Name,Sex,Breeds,Color,Hps,GeneticHps,BirthWtAdj,BWT_Ratio,Weaning>WtAdj,Weaning>WWT_Ratio,Yearling>WtAdj,Yearling>YWT_Ratio,Yearling>Adj_Scr,Yearling>Adj_Pelvic_Area,Ultrasound>WtAdj,Ultrasound>WtRatio,Ultrasound>IMFAdj,Ultrasound>IMFRatio,Ultrasound>BFAdj,Ultrasound>BFRatio,Ultrasound>REAAdj,Ultrasound>REARatio,Epds>CeEpd,Epds>CeAcc,Percentile>CE,Epds>BirthWtEpd,Epds>BirthWtAcc,Percentile>BW,Epds>WeanWtEpd,Epds>WeanWtAcc,Percentile>WW,Epds>YearlingWtEpd,Epds>YearlingWtAcc,Percentile>YW,Epds>MceEpd,Epds>MceAcc,Percentile>MCE,Epds>MilkEpd,Epds>MilkAcc,Percentile>Milk,Epds>MwwEpd,Epds>MwwAcc,Percentile>MWW,Epds>StayEpd,Epds>StayAcc,Percentile>Stay,Epds>DocEpd,Epds>DocAcc,Percentile>Doc,Epds>CarcassWtEpd,Epds>CarcassWtAcc,Percentile>CW,Epds>YieldGradeEpd,Epds>YieldGradeAcc,Percentile>YG,Epds>MarblingEpd,Epds>MarblingAcc,Percentile>Marb,Epds>BackFatEpd,Epds>BackFatAcc,Percentile>BF,Epds>RibEyeEpd,Epds>RibEyeAcc,Percentile>REA,Epds>ShrForceEpd,Epds>ShrForceAcc,Percentile>SF,Epds>Api,Percentile>API,Epds>Ti,Percentile>TI
3382993,1424E,0,SOUTHERN FORTUNE TELLER,B,1/2 SM 1/2 AN,B,P,Homozygous Polled,64,88,715,100,0,0,0,0,1057.0,100,4.97,100,0.35,100,12.97,100,14.6,0.58,25,-2.7,0.75,10,84.2,0.70,20,136.9,0.67,15,4.9,0.31,85,15.2,0.23,99,57.2,0.35,65,15.2,0.36,45,15.6,0.34,10,52.4,0.55,5,0.00,0.41,99,0.84,0.41,2,0.005,0.40,99,0.60,0.52,60,-0.38,0.04,30,172.3,2,98.9,1
3025430,CA11-2,0,ES LOADOUT CA11-2,B,PB SM,B,P,Homozygous Polled,93,0,670,0,1278,0,38.7,0,1216.0,105,3.48,112,0.16,70,15.47,102,8.5,0.56,80,2.0,0.64,60,77.1,0.60,50,114.1,0.58,50,4.7,0.34,70,20.2,0.24,80,58.7,0.34,65,14.3,0.33,75,13.0,0.36,25,60.1,0.60,1,-0.68,0.47,1,-0.27,0.53,99,-0.146,0.52,1,1.63,0.58,1,-0.39,0.20,25,101.2,99,67.4,90
3210738,D948,0,IR IMPERIAL D948,B,PB SM,R,P,Homozygous Polled,85,0,590,0,1176,0,35.3,0,1175.0,102,4.34,110,0.19,100,14.97,112,18.6,0.75,1,-3.5,0.89,1,62.4,0.86,95,95.3,0.84,90,10.9,0.39,1,26.0,0.26,30,57.1,0.39,75,21.1,0.34,4,16.9,0.56,3,13.3,0.62,99,-0.46,0.46,35,0.77,0.62,1,-0.073,0.52,80,0.92,0.54,40,-0.54,0.21,1,188.9,1,92.4,4
3319012,E737,0,CAMP CAMPBELL E737,B,PB SM,B,P,Homozygous Polled,89,106,775,113,1342,114,0,0,1278.0,114,3.18,124,0.23,135,15.02,104,11.5,0.54,40,2.4,0.75,65,90.5,0.71,10,150.5,0.71,2,5.8,0.32,50,13.4,0.26,99,58.6,0.37,65,18.5,0.30,25,10.5,0.34,60,47.2,0.60,4,-0.30,0.45,95,0.37,0.56,10,-0.075,0.47,80,0.85,0.55,60,-0.52,0.19,1,154.6,10,90.2,10
3112013,2340C,0,CCR PAY DIRT 2340C,B,1/2 SM 1/2 AN,B,P,Homozygous Polled,77,99,668,112,1364,119,0,0,1373.0,118,4.38,136,0.28,156,14.23,115,8.9,0.62,90,1.5,0.86,75,91.4,0.84,5,145.9,0.83,5,6.0,0.40,65,24.2,0.32,35,69.9,0.43,10,13.6,0.36,65,11.6,0.62,55,47.1,0.71,10,0.01,0.54,99,0.66,0.66,10,-0.004,0.62,95,0.43,0.68,90,0,0,0,146.6,20,93.5,3
3191784,D4371,0,NIGHTVISION ADV D4371,B,5/8 SM 3/8 AN,B,P,Homozygous Polled,87,100,682,109,1219,108,0,0,1252.0,104,3.85,88,0.23,96,14.31,104,14.9,0.66,20,-0.5,0.81,35,67.6,0.74,75,110.0,0.72,65,7.1,0.39,45,25.1,0.32,30,58.9,0.43,55,15.9,0.31,35,13.9,0.56,25,19.2,0.69,90,-0.33,0.52,20,0.75,0.66,3,-0.042,0.58,50,0.83,0.65,20,-0.53,0.21,1,160.5,5,86.7,15
2912275,4170B,0,BAR CK VALEDICTORIAN,B,1/2 SM 1/2 AN,B,P,0,77,91,638,104,1155,101,36.0,0,1154.0,100,4.96,132,0.21,111,15.41,112,19.4,0.57,2,-3.3,0.65,5,68.8,0.61,75,110.6,0.61,60,10.9,0.32,4,23.1,0.26,45,57.4,0.36,65,7.9,0.31,99,13.4,0.39,30,40.9,0.56,25,-0.22,0.43,55,0.94,0.51,1,-0.006,0.44,95,1.06,0.53,3,-0.49,0.17,2,165.2,4,95.0,2
3288842,986E,0,TJ HIGH PLAINS 986E,B,PB SM,B,P,Homozygous Polled,94,0,808,0,1199,0,0,0,1093.0,100,4.17,122,0.23,115,12.00,94,13.7,0.63,15,0.6,0.78,30,91.0,0.73,10,135.1,0.70,10,6.5,0.39,35,35.6,0.27,1,81.0,0.38,1,18.4,0.38,25,8.9,0.48,80,44.4,0.64,10,-0.25,0.48,99,0.33,0.59,15,-0.053,0.51,99,0.82,0.59,65,-0.47,0.21,3,155.2,10,93.0,4
3164799,D616,0,ASR WESTERN JUSTICE D616,B,PB SM,B,P,Homozygous Polled,72,88,636,106,1381,112,0,0,1382.0,111,3.30,105,0.15,83,14.86,103,16.4,0.59,3,-0.9,0.72,10,66.0,0.65,90,107.7,0.62,65,10.5,0.36,2,16.0,0.28,99,48.9,0.39,99,20.1,0.32,10,15.1,0.34,10,16.7,0.61,95,-0.45,0.47,40,0.08,0.58,60,-0.090,0.50,60,0.80,0.59,70,-0.41,0.18,15,144.3,20,73.4,65
3569222,8281F,0,GIBBS 8281F BAREBACK,B,1/2 SM 1/2 AN,B,P,Homozygous Polled,90,113,875,121,1394,114,0,0,0,0,0,0,0,0,0,0,14.1,0.46,30,0.1,0.49,45,95.3,0.48,3,153.7,0.49,2,8.3,0.29,25,29.0,0.24,10,76.6,0.32,2,16.4,0.25,30,13.7,0.45,25,44.8,0.51,15,-0.12,0.40,80,0.36,0.45,40,-0.019,0.42,90,0.67,0.48,50,-0.35,0.05,50,147.7,15,92.1,5
3603651,G69,0,LBRS GENESIS G69,B,PB SM,B,P,Homozygous Polled,76,97,767,102,1325,113,38.0,0,1349.0,113,4.01,124,0.25,125,14.97,104,12.6,0.45,25,1.9,0.51,55,97.5,0.48,2,152.3,0.49,2,8.1,0.24,15,26.4,0.17,30,75.1,0.27,4,18.5,0.26,25,13.5,0.34,20,64.5,0.49,1,-0.23,0.38,99,0.61,0.43,1,-0.051,0.40,99,1.02,0.45,20,-0.40,0.06,20,170.9,1,101.5,1
3344847,E041,0,IR CAPITALIST E041,B,1/2 SM 1/2 AN,B,P,Homozygous Polled,76,91,692,114,1164,109,34.9,0,1168.0,108,4.21,127,0.17,94,11.78,92,16.8,0.68,10,-3.9,0.83,3,67.7,0.79,75,110.8,0.76,60,9.4,0.33,15,32.6,0.21,2,66.4,0.34,20,18.9,0.27,10,2.6,0.54,99,37.2,0.52,35,0.00,0.39,99,1.01,0.49,1,-0.010,0.40,95,0.30,0.47,99,-0.30,0.09,75,187.2,1,96.5,2
2749844,A322,0,OVAL F ALL TIME A322,B,PB SM,B,P,Homozygous Polled,66,81,740,111,1282,103,0,0,1256.0,103,2.79,103,0.30,125,15.80,99,11.5,0.66,40,1.2,0.84,40,81.6,0.81,30,118.7,0.78,40,9.0,0.49,10,36.8,0.49,1,77.6,0.58,2,15.9,0.37,55,5.6,0.52,99,40.1,0.68,15,-0.41,0.50,60,0.17,0.61,35,-0.098,0.53,40,0.93,0.62,40,-0.40,0.17,20,133.8,35,82.8,25
3256237,6328D,0,GIBBS 6328D IMPACT,B,5/8 SM 3/8 AN,B,P,Homozygous Polled,84,113,787,115,1323,117,0,0,1327.0,113,3.81,116,0.31,148,16.24,115,10.8,0.51,70,0.7,0.61,55,81.3,0.59,25,140.7,0.61,10,5.4,0.28,75,21.9,0.23,60,62.5,0.33,35,20.2,0.29,4,9.9,0.32,80,51.5,0.56,5,-0.16,0.42,70,0.50,0.50,20,-0.041,0.42,50,0.72,0.51,40,-0.38,0.18,30,154.0,10,86.1,15
3239478,D52,0,DFF  DUNDEE NS D52,B,PB SM,B,P,Homozygous Polled,75,101,748,97,1136,0,35.2,0,1156.0,100,3.40,100,0.18,100,14.15,100,9.3,0.47,70,5.2,0.56,99,100.3,0.61,1,150.0,0.58,2,4.9,0.25,70,25.4,0.20,35,75.5,0.31,4,14.9,0.28,70,13.1,0.29,25,47.9,0.50,4,-0.45,0.39,40,0.37,0.44,10,-0.080,0.40,80,1.29,0.47,2,0,0,0,141.4,20,93.4,3
3403357,45F,840003200620491,HOOK`S FREEDOM 45F,B,PB SM,B,P,Homozygous Polled,81,92,687,105,1407,108,39.7,0,1409.0,107,4.57,113,0.44,122,17.66,125,13.8,0.56,15,-1.5,0.65,10,86.1,0.58,20,137.4,0.58,10,10.4,0.35,2,28.3,0.29,20,71.4,0.38,10,19.3,0.37,15,16.5,0.33,4,43.2,0.56,10,-0.38,0.42,75,0.62,0.50,1,-0.023,0.42,99,1.45,0.53,1,-0.38,0.09,30,177.2,1,100.2,1
3036869,571C,0,MCDF DUAL PREMIUM 571C,B,1/2 SM 1/2 AN,B,P,Homozygous Polled,94,109,700,107,1063,103,37.5,0,1066.0,103,3.32,111,0.12,109,11.38,97,7.1,0.56,99,3.9,0.69,99,74.9,0.66,50,128.5,0.65,25,4.5,0.34,90,18.1,0.30,90,55.5,0.41,75,17.6,0.27,20,17.7,0.52,3,39.6,0.61,30,-0.06,0.47,95,0.84,0.57,2,-0.012,0.51,90,0.47,0.57,85,-0.51,0.18,1,153.1,10,85.0,20
3268068,709E,0,K-LER ARCHITECT 709E,B,1/2 SM 1/2 AN,B,P,Homozygous Polled,76,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.56,30,-0.5,0.69,35,64.3,0.65,85,104.1,0.60,75,6.4,0.29,60,26.0,0.23,25,58.1,0.34,60,17.7,0.32,20,15.4,0.32,15,30.1,0.59,60,-0.07,0.46,90,0.41,0.52,30,0.003,0.49,99,0.53,0.57,75,-0.41,0.09,20,140.9,25,74.6,60
2914314,4332B,0,3C BEAU NS 4332B BZ,B,PB SM,B,P,Homozygous Polled,87,94,704,106,1332,107,37.3,0,1308.0,108,4.78,124,0.26,130,17.46,114,16.1,0.68,4,-0.3,0.84,15,63.7,0.80,95,104.8,0.79,75,8.2,0.45,15,16.9,0.52,95,48.7,0.60,99,19.8,0.39,10,19.7,0.49,1,30.7,0.64,45,-0.43,0.48,50,0.33,0.60,15,-0.093,0.50,40,0.90,0.60,45,-0.13,0.19,99,154.8,10,77.5,45
3250533,SLNE8062,840003141903480,SLN AVONDALE E8062,B,PB SM,B,P,Homozygous Polled,80,93,740,122,1218,117,0,0,1223.0,112,1.85,76,0.21,117,14.78,115,14.2,0.59,15,-0.6,0.74,15,64.6,0.69,95,106.6,0.66,70,8.2,0.30,15,32.3,0.19,4,64.5,0.32,35,19.1,0.28,15,12.6,0.40,30,37.6,0.66,20,-0.30,0.49,95,0.70,0.61,1,-0.048,0.55,99,0.93,0.60,40,-0.38,0.18,30,162.2,3,84.2,20
3097854,CLRS 405D,0,CLRS DIVIDEND 405D,B,PB SM,B,P,Homozygous Polled,80,93,734,107,1342,104,35.2,0,1347.0,103,4.99,116,0.30,97,14.52,103,11.3,0.74,45,0.3,0.90,25,83.6,0.86,25,131.6,0.85,15,4.4,0.51,75,15.3,0.46,99,57.1,0.56,75,15.3,0.39,65,14.4,0.57,15,37.1,0.69,25,-0.23,0.50,99,0.15,0.66,40,-0.052,0.53,99,0.66,0.61,95,-0.53,0.20,1,135.0,35,82.3,25
3235289,6005D,0,BAR CK 1006X 6005D,B,1/2 SM 1/2 AN,B,P,0,82,96,0,0,0,0,0,0,1525.0,128,3.67,124,0.23,110,13.29,98,18.0,0.56,4,-3.1,0.64,10,59.0,0.60,95,91.9,0.55,95,10.0,0.31,10,25.1,0.20,30,54.6,0.31,80,23.2,0.31,1,9.9,0.30,80,-14.3,0.57,99,-0.32,0.45,25,0.76,0.52,3,-0.062,0.48,25,0.22,0.56,99,-0.40,0.18,25,179.2,1,84.5,20
3615290,G67,0,OMF/DK GUINESS G67,B,PB SM,R,P,Homozygous Polled,95,0,923,0,1383,0,0,0,1425.0,109,2.96,87,0.27,93,15.07,108,10.7,0.44,50,1.6,0.47,50,92.4,0.49,10,138.1,0.49,10,3.1,0.29,95,17.8,0.25,95,64.0,0.33,40,11.9,0.32,95,13.8,0.36,20,50.4,0.51,2,-0.53,0.41,10,0.29,0.46,15,-0.107,0.44,20,1.33,0.49,2,-0.26,0.05,90,136.5,30,90.7,10
3104722,5063C,0,GIBBS 5063C HOME RUN,B,5/8 SM 3/8 AN,B,P,Homozygous Polled,74,112,709,111,1256,113,0,0,1263.0,112,2.55,79,0.26,137,14.32,106,17.8,0.65,5,-3.6,0.79,4,69.4,0.75,70,106.8,0.73,70,8.1,0.41,30,6.9,0.28,99,41.6,0.40,99,15.9,0.33,35,18.2,0.47,2,41.3,0.71,25,-0.16,0.53,70,0.17,0.69,80,-0.039,0.60,65,0.63,0.66,55,-0.65,0.18,1,136.1,35,74.0,65
2968383,4478B,0,GIBBS 4478B RELEVANT,B,PB SM,B,P,Homozygous Polled,79,98,708,100,1080,106,0,0,1084.0,105,2.53,111,0.14,117,12.76,98,11.6,0.60,40,0.8,0.72,30,65.7,0.66,90,107.3,0.65,65,7.1,0.35,25,25.7,0.29,30,58.5,0.40,70,21.0,0.32,4,12.5,0.32,35,26.9,0.59,60,-0.47,0.46,30,0.15,0.53,40,-0.099,0.48,40,0.91,0.57,45,-0.55,0.20,1,140.1,25,73.2,70
3242835,590E,0,GW MAJOR MOVE 590E,B,5/8 SM 1/4 AN 1/8 AR,R,P,Homozygous Polled,88,102,782,114,1304,110,0,0,1286.0,106,3.32,88,0.35,135,15.71,115,8.6,0.61,90,0.8,0.83,60,92.9,0.80,4,143.4,0.79,10,4.3,0.34,90,29.8,0.28,5,76.2,0.40,2,21.1,0.30,2,18.2,0.37,2,45.8,0.60,15,-0.28,0.45,35,0.33,0.56,45,-0.027,0.48,75,1.12,0.55,2,-0.15,0.19,99,145.6,20,88.6,10
2969665,303C,0,LRS ICONIC 303C,B,1/2 SM 1/2 AN,B,P,Homozygous Polled,81,94,744,102,1385,105,36.4,0,1394.0,103,3.99,152,0.35,146,14.49,104,18.1,0.69,4,-2.1,0.86,15,85.9,0.84,15,133.4,0.82,15,8.9,0.47,20,11.7,0.46,99,54.6,0.55,80,14.4,0.32,55,15.6,0.69,10,48.3,0.68,10,-0.13,0.53,80,0.63,0.69,10,-0.024,0.58,75,0.71,0.67,40,-0.16,0.18,99,163.3,4,94.4,3
3115609,D76,0,WS RED MOON D76,B,PB SM,R,P,Homozygous Polled,82,0,755,0,1319,0,36.9,0,1312.0,100,2.48,100,0.38,146,14.79,95,17.9,0.71,1,-2.9,0.86,2,73.0,0.82,65,106.9,0.80,70,10.7,0.47,2,29.0,0.36,15,65.5,0.46,30,12.2,0.20,90,12.7,0.57,30,28.9,0.62,55,-0.44,0.49,45,0.23,0.55,25,-0.098,0.54,40,0.86,0.60,55,-0.22,0.20,99,142.6,20,84.4,20
3563620,210G,840003209720144,HOOK`S GALILEO 210G,B,3/4 SM 1/4 AN,B,P,Homozygous Polled,77,89,713,107,1328,113,36.9,0,1334.0,113,5.33,131,0.28,112,12.75,94,19.7,0.44,2,-2.9,0.49,10,90.1,0.47,10,148.8,0.47,3,13.5,0.22,1,27.6,0.14,15,72.6,0.25,5,19.3,0.28,10,17.0,0.33,4,47.5,0.47,10,-0.17,0.37,70,0.89,0.45,1,-0.028,0.38,75,0.82,0.45,25,-0.38,0.09,30,194.4,1,106.8,1
2968152,4091B,0,GIBBS 4091B THE ROCK,B,5/8 SM 3/8 AN,B,P,Homozygous Polled,75,106,781,0,1038,0,0,0,1048.0,100,2.56,100,0.15,100,14.58,100,16.9,0.66,10,-3.3,0.78,5,69.4,0.74,70,114.0,0.74,55,10.2,0.40,10,17.7,0.34,90,52.3,0.45,90,18.9,0.32,10,10.0,0.44,80,39.2,0.65,30,-0.35,0.49,20,0.26,0.62,60,-0.071,0.53,15,0.94,0.61,10,-0.64,0.21,1,147.7,15,78.3,45
3253742,6E,840003144985032,HOOK`S EAGLE 6E,B,3/4 SM 1/4 AN,B,P,Homozygous Polled,80,91,755,104,1389,106,35.9,0,1395.0,106,4.75,114,0.28,97,15.70,106,15.1,0.77,20,-1.7,0.91,15,103.5,0.89,1,166.6,0.88,1,9.9,0.41,10,20.4,0.27,70,72.1,0.39,5,18.4,0.27,15,19.5,0.61,1,45.8,0.68,15,-0.31,0.48,25,0.55,0.60,15,-0.046,0.44,50,1.08,0.64,3,-0.53,0.21,1,171.5,2,104.4,1
3403323,11F,840003200620507,HOOK`S FULL FIGURES 11F,B,3/4 SM 1/4 AN,B,P,Homozygous Polled,80,91,765,113,1483,114,38.3,0,1489.0,113,4.53,112,0.43,126,15.99,111,15.4,0.59,15,-2.4,0.74,10,82.0,0.71,25,135.4,0.69,15,9.2,0.31,15,27.6,0.25,15,68.6,0.36,15,18.1,0.30,15,14.0,0.36,25,34.4,0.56,45,-0.40,0.42,10,0.56,0.53,15,-0.047,0.43,50,1.19,0.52,1,-0.37,0.10,35,165.2,4,93.8,3
3646242,106G,0,LCDR PROGRESSIVE 106G,B,PB SM,B,P,Homozygous Polled,56,0,679,0,1171,0,37.1,0,0,0,0,0,0,0,0,0,12.6,0.44,25,-3.1,0.48,2,90.3,0.48,10,139.8,0.47,10,6.5,0.25,35,26.1,0.20,30,71.2,0.28,15,17.2,0.25,40,12.2,0.35,40,54.9,0.49,1,-0.29,0.39,99,0.46,0.44,4,-0.064,0.38,95,0.98,0.50,30,-0.29,0.09,80,166.3,2,99.7,1
2899305,B30,0,TRPH RRR NIGHTFORCE B30,B,3/4 SM 1/4 AN,B,P,Homozygous Polled,66,0,662,0,1193,0,0,0,1182.0,108,5.79,141,0.34,131,14.99,114,14.8,0.69,20,-1.7,0.82,15,68.3,0.78,75,97.2,0.77,85,5.4,0.47,75,19.5,0.48,80,53.6,0.56,85,19.0,0.39,10,17.2,0.57,3,16.0,0.70,95,-0.35,0.53,20,0.98,0.64,1,-0.050,0.60,50,0.81,0.66,25,-0.53,0.18,1,188.0,1,96.7,2
3255518,E053,0,WBF IRON CLAD E053,B,1/2 SM 1/2 AN,B,P,Homozygous Polled,78,90,759,112,1385,112,34.9,0,1391.0,111,4.06,103,0.32,107,13.93,102,7.5,0.61,95,2.2,0.73,85,80.6,0.67,30,132.5,0.63,20,3.3,0.28,95,31.1,0.19,3,71.4,0.31,10,16.4,0.27,30,17.4,0.44,3,46.8,0.53,15,-0.17,0.38,70,0.25,0.42,60,-0.055,0.35,35,0.58,0.47,65,0,0,0,123.8,60,77.3,50
3030090,C33,0,RHF-SFORK 672X 227 C33,B,5/8 SM 3/8 AN,B,P,0,75,100,699,113,1232,111,39.7,0,1237.0,105,4.10,99,0.21,111,15.01,103,12.0,0.54,55,0.8,0.66,60,82.1,0.61,25,126.0,0.61,30,6.9,0.35,50,16.5,0.31,95,57.6,0.40,65,17.0,0.34,25,15.7,0.30,10,31.5,0.56,55,-0.19,0.43,65,0.45,0.54,25,-0.035,0.44,65,0.62,0.53,60,-0.55,0.19,1,143.3,25,83.8,25
2889313,B1393,0,RLWF PROPHET MARGIN 1393,B,3/8 SM 5/8 AN,B,P,Homozygous Polled,64,82,581,97,1146,99,0,0,1153.0,100,4.12,122,0.29,126,15.47,107,19.8,0.64,2,-4.8,0.74,2,66.1,0.71,80,116.0,0.71,50,15.3,0.42,1,35.8,0.36,1,68.8,0.46,15,16.4,0.34,30,6.6,0.51,99,34.4,0.64,45,0.16,0.49,99,0.74,0.60,3,0.040,0.53,99,0.15,0.60,99,0,0,0,170.2,2,89.2,10
(3572945),D64,0,BAR R POLLED ZURUTANI D64,B,PB KB,B,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0.04,25,-3.0,0.09,10,29.8,0.08,99,37.7,0.06,99,8.0,0.02,30,16.2,0.00,95,31.1,0.04,99,4.2,0.00,99,9.6,0.00,80,42.2,0.14,20,-0.02,0.08,99,0.21,0.00,70,-0.035,0.00,65,0.20,0.13,99,0,0,0,106.7,90,61.0,99
3022818,1109C,0,TJ FIRST CUT 1109C,B,1/2 SM 1/2 AN,B,P,Homozygous Polled,75,83,823,126,1287,121,0,0,1199.0,110,4.16,114,0.25,125,12.35,96,14.0,0.64,30,1.4,0.81,70,85.4,0.78,15,132.2,0.78,20,8.8,0.47,20,22.1,0.46,55,64.8,0.55,25,20.3,0.37,3,14.5,0.60,20,41.0,0.64,25,0.09,0.51,99,0.77,0.64,3,0.035,0.58,99,0.41,0.63,90,-0.66,0.38,1,169.3,3,92.7,4
3644912,752G,0,W/C REST EASY 752G,B,PB SM,B,P,Homozygous Polled,71,83,729,99,1296,99,0,0,1305.0,97,2.00,85,0.14,64,16.20,117,18.5,0.44,1,-3.8,0.49,1,70.7,0.47,75,114.5,0.47,50,9.3,0.23,5,24.4,0.15,40,59.7,0.25,60,11.9,0.26,95,13.4,0.35,25,30.1,0.45,50,-0.49,0.35,20,0.13,0.41,45,-0.098,0.36,40,1.03,0.43,20,-0.30,0.06,75,140.3,25,82.1,25
2676362,1084Y,0,GIBBS 1084Y TUX & TAILS,B,PB SM,B,P,Homozygous Polled,78,0,609,0,1133,0,0,0,1135.0,92,2.01,82,0.13,68,15.30,99,7.8,0.59,85,2.2,0.73,65,66.7,0.69,90,108.7,0.66,65,1.5,0.37,99,25.1,0.33,35,58.4,0.45,70,13.9,0.33,80,6.7,0.47,95,20.7,0.59,85,-0.47,0.43,30,-0.15,0.55,99,-0.071,0.43,80,1.07,0.54,15,-0.46,0.17,4,102.3,99,63.9,99
2703755,3011Y,0,CCR PREMIUM REVENUE,B,1/2 SM 1/2 AN,B,P,Homozygous Polled,78,0,569,0,1125,0,37.2,0,1134.0,105,3.11,105,0.39,229,14.21,104,10.7,0.61,70,3.1,0.75,95,71.7,0.72,60,109.5,0.70,65,6.5,0.39,60,17.6,0.30,90,53.5,0.41,85,14.7,0.34,50,13.6,0.56,30,44.0,0.67,20,-0.06,0.50,95,0.16,0.62,80,-0.013,0.57,90,0.53,0.61,75,-0.44,0.17,10,112.5,80,66.9,90
3041151,2101C,0,W/C RAPID FIRE 2101C,B,1/2 SM 1/2 AN,B,P,Homozygous Polled,73,88,867,113,1418,114,0,0,1424.0,109,4.95,152,0.34,126,16.38,107,11.4,0.68,65,0.8,0.86,60,74.2,0.83,50,124.4,0.81,30,3.0,0.46,99,23.0,0.38,50,60.0,0.48,50,12.6,0.34,75,13.8,0.72,25,58.6,0.73,2,-0.08,0.55,90,0.43,0.70,30,-0.011,0.60,90,0.79,0.70,25,-0.43,0.36,15,131.3,45,79.4,40
